Date,City,pm2.5,pm10,no2,so2,co,o3
2022-12-26,Bhopal,125,237,44,19,0.65,55
2022-12-26,Indore,121,208,39,16,0.61,49
2022-12-26,Gwalior,90,165,44,14,0.55,37
2022-12-26,Jabalpur,83,182,30,24,0.88,48
2022-12-26,Ujjain,68,115,57,26,0.8,25
2022-12-26,Satna,182,277,52,21,0.94,44
2022-12-26,Sagar,123,166,63,18,1.27,36
2022-12-26,Dewas,155,226,46,15,0.72,44
2022-12-27,Bhopal,186,238,35,22,0.92,36
2022-12-27,Indore,186,288,63,26,0.78,35
2022-12-27,Gwalior,70,165,20,13,0.75,35
2022-12-27,Jabalpur,148,265,35,24,0.8,49
2022-12-27,Ujjain,174,286,61,19,1.6,49
2022-12-27,Satna,129,244,62,17,0.57,51
2022-12-27,Sagar,133,228,27,20,1.51,24
2022-12-27,Dewas,153,202,43,15,1.44,57
2022-12-28,Bhopal,63,155,20,19,1.79,47
2022-12-28,Indore,133,193,57,15,1.6,44
2022-12-28,Gwalior,180,265,60,23,1.44,44
2022-12-28,Jabalpur,179,230,24,26,0.89,24
2022-12-28,Ujjain,214,328,67,12,1.37,22
2022-12-28,Satna,94,143,25,28,1.11,33
2022-12-28,Sagar,116,226,65,17,1.03,42
2022-12-28,Dewas,166,242,25,15,1.18,25
2022-12-29,Bhopal,90,178,56,10,0.82,21
2022-12-29,Indore,66,139,51,14,0.82,48
2022-12-29,Gwalior,86,157,62,13,1.14,33
2022-12-29,Jabalpur,105,168,30,26,1.8,55
2022-12-29,Ujjain,174,260,68,29,1.08,39
2022-12-29,Satna,119,204,26,24,1.36,32
2022-12-29,Sagar,146,250,22,20,1.11,49
2022-12-29,Dewas,76,120,23,24,0.66,33
2022-12-30,Bhopal,122,178,26,25,0.95,27
2022-12-30,Indore,152,202,69,22,0.81,34
2022-12-30,Gwalior,112,214,40,14,1.52,28
2022-12-30,Jabalpur,217,268,45,23,0.96,39
2022-12-30,Ujjain,126,216,65,11,1.24,44
2022-12-30,Satna,148,214,24,29,0.7,25
2022-12-30,Sagar,183,240,59,26,1.16,38
2022-12-30,Dewas,199,245,20,21,0.84,55
2022-12-31,Bhopal,145,190,47,26,0.9,57
2022-12-31,Indore,159,273,60,24,0.8,31
2022-12-31,Gwalior,132,196,52,15,0.99,33
2022-12-31,Jabalpur,106,207,65,15,0.65,37
2022-12-31,Ujjain,175,268,45,12,1.36,44
2022-12-31,Satna,195,301,43,23,1.81,40
2022-12-31,Sagar,179,232,69,22,1.67,22
2022-12-31,Dewas,73,164,61,22,1.18,55
2023-01-01,Bhopal,99,163,44,20,1.54,40
2023-01-01,Indore,78,187,68,10,0.52,56
2023-01-01,Gwalior,67,162,60,24,1.26,53
2023-01-01,Jabalpur,75,146,34,23,1.95,31
2023-01-01,Ujjain,163,236,67,25,1.82,31
2023-01-01,Satna,119,195,23,27,0.51,45
2023-01-01,Sagar,67,114,42,21,0.78,22
2023-01-01,Dewas,75,137,50,29,1.49,22
2023-01-02,Bhopal,189,270,60,27,0.87,58
2023-01-02,Indore,199,318,66,21,1.0,24
2023-01-02,Gwalior,106,183,65,19,1.95,23
2023-01-02,Jabalpur,74,143,42,19,1.15,34
2023-01-02,Ujjain,117,169,33,18,0.58,22
2023-01-02,Satna,215,299,20,11,1.03,37
2023-01-02,Sagar,173,251,39,21,1.56,49
2023-01-02,Dewas,121,176,27,18,1.65,59
2023-01-03,Bhopal,183,289,20,26,0.63,25
2023-01-03,Indore,92,136,26,11,1.9,44
2023-01-03,Gwalior,67,171,42,28,1.04,33
2023-01-03,Jabalpur,124,195,39,14,1.55,20
2023-01-03,Ujjain,118,174,53,24,1.58,22
2023-01-03,Satna,139,228,25,20,0.71,51
2023-01-03,Sagar,77,173,35,25,0.98,29
2023-01-03,Dewas,170,251,60,26,1.28,48
2023-01-04,Bhopal,61,165,23,13,0.67,29
2023-01-04,Indore,190,288,69,11,1.97,43
2023-01-04,Gwalior,77,156,47,23,1.63,43
2023-01-04,Jabalpur,93,162,43,10,0.51,58
2023-01-04,Ujjain,219,290,26,27,1.21,58
2023-01-04,Satna,106,153,26,26,1.4,55
2023-01-04,Sagar,134,247,50,17,0.84,42
2023-01-04,Dewas,113,163,54,24,1.15,38
2023-01-05,Bhopal,141,242,38,14,1.76,58
2023-01-05,Indore,157,264,26,28,0.92,36
2023-01-05,Gwalior,173,234,33,25,0.82,51
2023-01-05,Jabalpur,124,168,44,20,0.71,58
2023-01-05,Ujjain,110,169,51,12,0.57,41
2023-01-05,Satna,151,232,50,16,0.99,26
2023-01-05,Sagar,108,161,30,18,1.11,57
2023-01-05,Dewas,140,239,64,17,1.17,46
2023-01-06,Bhopal,166,251,39,10,1.19,38
2023-01-06,Indore,186,232,45,24,0.56,43
2023-01-06,Gwalior,193,264,49,18,1.63,57
2023-01-06,Jabalpur,164,243,22,16,0.89,24
2023-01-06,Ujjain,157,221,30,24,0.75,41
2023-01-06,Satna,159,250,55,20,1.21,39
2023-01-06,Sagar,211,312,27,11,1.0,58
2023-01-06,Dewas,123,164,67,24,0.87,34
2023-01-07,Bhopal,186,244,28,24,0.9,24
2023-01-07,Indore,212,260,57,16,1.3,22
2023-01-07,Gwalior,162,252,56,16,1.47,50
2023-01-07,Jabalpur,166,233,31,18,0.9,38
2023-01-07,Ujjain,82,201,49,27,1.75,20
2023-01-07,Satna,165,254,41,27,1.44,45
2023-01-07,Sagar,69,134,48,11,1.88,36
2023-01-07,Dewas,149,198,67,28,1.12,59
2023-01-08,Bhopal,165,264,47,20,1.76,30
2023-01-08,Indore,198,290,41,13,0.89,49
2023-01-08,Gwalior,189,234,60,17,1.43,31
2023-01-08,Jabalpur,194,238,56,10,0.99,44
2023-01-08,Ujjain,168,273,53,15,0.76,48
2023-01-08,Satna,204,285,61,17,0.66,29
2023-01-08,Sagar,72,123,25,18,1.05,27
2023-01-08,Dewas,216,302,50,16,1.92,20
2023-01-09,Bhopal,209,323,27,29,1.79,41
2023-01-09,Indore,153,245,33,23,0.5,28
2023-01-09,Gwalior,154,259,42,29,0.87,22
2023-01-09,Jabalpur,162,217,23,28,0.71,31
2023-01-09,Ujjain,146,218,58,13,1.04,31
2023-01-09,Satna,166,261,52,10,1.0,24
2023-01-09,Sagar,138,242,62,26,1.68,25
2023-01-09,Dewas,166,236,46,13,0.94,45
2023-01-10,Bhopal,120,209,64,18,0.85,41
2023-01-10,Indore,194,292,42,17,1.65,42
2023-01-10,Gwalior,141,215,63,16,1.58,57
2023-01-10,Jabalpur,172,267,25,12,1.83,44
2023-01-10,Ujjain,158,269,25,27,0.9,36
2023-01-10,Satna,98,216,64,12,0.78,27
2023-01-10,Sagar,89,152,42,28,1.37,29
2023-01-10,Dewas,188,291,40,15,1.66,52
2023-01-11,Bhopal,166,222,29,27,0.65,36
2023-01-11,Indore,197,297,20,20,0.58,39
2023-01-11,Gwalior,96,145,35,12,1.22,41
2023-01-11,Jabalpur,210,266,54,27,0.77,56
2023-01-11,Ujjain,178,251,31,15,1.91,44
2023-01-11,Satna,74,161,33,29,0.81,46
2023-01-11,Sagar,190,301,46,24,0.55,43
2023-01-11,Dewas,126,229,68,15,1.98,43
2023-01-12,Bhopal,192,287,53,25,1.85,45
2023-01-12,Indore,110,179,39,18,1.75,40
2023-01-12,Gwalior,173,255,27,18,1.54,41
2023-01-12,Jabalpur,209,294,40,22,1.9,35
2023-01-12,Ujjain,91,151,63,24,1.16,28
2023-01-12,Satna,114,175,33,13,1.44,58
2023-01-12,Sagar,132,230,42,27,1.01,46
2023-01-12,Dewas,156,250,41,22,0.85,37
2023-01-13,Bhopal,136,227,26,29,1.04,30
2023-01-13,Indore,203,320,67,27,0.74,32
2023-01-13,Gwalior,145,258,47,14,1.63,44
2023-01-13,Jabalpur,207,267,49,18,1.22,28
2023-01-13,Ujjain,146,245,56,25,0.74,56
2023-01-13,Satna,218,278,31,13,1.78,32
2023-01-13,Sagar,154,268,29,16,1.88,45
2023-01-13,Dewas,91,201,32,17,1.64,29
2023-01-14,Bhopal,134,194,66,17,0.86,52
2023-01-14,Indore,115,155,35,18,1.95,42
2023-01-14,Gwalior,148,257,54,24,0.92,28
2023-01-14,Jabalpur,145,241,46,26,1.11,46
2023-01-14,Ujjain,217,321,41,17,1.61,54
2023-01-14,Satna,81,191,28,24,1.02,56
2023-01-14,Sagar,156,261,58,12,1.5,25
2023-01-14,Dewas,73,134,58,27,1.47,26
2023-01-15,Bhopal,213,278,62,15,1.74,29
2023-01-15,Indore,208,318,39,16,1.51,38
2023-01-15,Gwalior,213,256,58,11,1.57,37
2023-01-15,Jabalpur,188,271,50,15,0.91,22
2023-01-15,Ujjain,155,211,66,11,1.55,41
2023-01-15,Satna,91,165,51,10,1.1,45
2023-01-15,Sagar,153,233,37,15,1.43,44
2023-01-15,Dewas,174,229,32,19,0.93,32
2023-01-16,Bhopal,118,198,23,29,1.5,54
2023-01-16,Indore,103,205,51,29,1.92,59
2023-01-16,Gwalior,77,174,56,11,1.46,42
2023-01-16,Jabalpur,83,185,64,27,1.6,55
2023-01-16,Ujjain,178,247,51,20,0.92,58
2023-01-16,Satna,106,217,35,11,1.09,58
2023-01-16,Sagar,110,157,62,10,1.97,27
2023-01-16,Dewas,140,232,65,18,1.87,42
2023-01-17,Bhopal,117,176,25,14,0.77,35
2023-01-17,Indore,76,136,33,24,1.75,47
2023-01-17,Gwalior,194,261,23,24,0.56,52
2023-01-17,Jabalpur,130,174,48,20,1.0,51
2023-01-17,Ujjain,124,195,25,11,1.49,26
2023-01-17,Satna,123,226,55,15,1.93,20
2023-01-17,Sagar,197,253,69,23,0.98,44
2023-01-17,Dewas,132,208,52,24,0.87,36
2023-01-18,Bhopal,69,131,30,29,1.97,22
2023-01-18,Indore,124,195,65,27,0.63,47
2023-01-18,Gwalior,184,300,58,26,1.54,56
2023-01-18,Jabalpur,190,279,32,14,1.43,24
2023-01-18,Ujjain,146,214,43,20,0.77,56
2023-01-18,Satna,81,149,61,25,1.48,32
2023-01-18,Sagar,120,195,49,12,1.72,20
2023-01-18,Dewas,188,299,56,13,1.92,53
2023-01-19,Bhopal,129,208,20,15,1.49,47
2023-01-19,Indore,99,214,50,17,0.52,42
2023-01-19,Gwalior,200,267,62,23,1.43,51
2023-01-19,Jabalpur,107,187,31,28,1.38,54
2023-01-19,Ujjain,164,272,61,27,1.11,45
2023-01-19,Satna,136,219,48,25,0.52,37
2023-01-19,Sagar,169,261,37,16,1.48,41
2023-01-19,Dewas,117,157,21,29,1.26,42
2023-01-20,Bhopal,72,188,42,15,1.34,52
2023-01-20,Indore,118,217,44,11,1.6,20
2023-01-20,Gwalior,91,141,68,17,1.51,43
2023-01-20,Jabalpur,134,218,48,12,1.05,55
2023-01-20,Ujjain,100,140,67,29,0.93,28
2023-01-20,Satna,216,260,32,19,1.54,59
2023-01-20,Sagar,159,199,42,29,1.92,53
2023-01-20,Dewas,185,251,47,25,1.97,20
2023-01-21,Bhopal,157,251,27,14,0.71,40
2023-01-21,Indore,144,245,34,24,1.62,53
2023-01-21,Gwalior,114,161,41,11,1.17,32
2023-01-21,Jabalpur,129,176,66,20,1.99,21
2023-01-21,Ujjain,207,323,32,15,1.75,48
2023-01-21,Satna,183,228,26,12,1.39,46
2023-01-21,Sagar,60,161,53,24,1.6,56
2023-01-21,Dewas,173,248,26,14,0.62,48
2023-01-22,Bhopal,132,231,35,10,0.7,33
2023-01-22,Indore,202,302,48,26,1.33,53
2023-01-22,Gwalior,211,274,44,17,1.17,44
2023-01-22,Jabalpur,148,253,67,21,1.03,41
2023-01-22,Ujjain,196,307,31,24,0.69,26
2023-01-22,Satna,150,191,45,12,1.55,53
2023-01-22,Sagar,192,265,30,22,1.94,57
2023-01-22,Dewas,93,205,31,11,1.2,29
2023-01-23,Bhopal,64,139,24,21,1.77,48
2023-01-23,Indore,127,167,28,26,0.51,56
2023-01-23,Gwalior,199,275,45,23,1.79,43
2023-01-23,Jabalpur,105,191,36,12,0.95,47
2023-01-23,Ujjain,76,171,34,21,1.84,56
2023-01-23,Satna,103,215,55,17,1.74,58
2023-01-23,Sagar,97,170,21,29,0.68,59
2023-01-23,Dewas,164,279,48,11,1.49,53
2023-01-24,Bhopal,65,145,41,29,1.65,37
2023-01-24,Indore,168,241,62,14,0.92,53
2023-01-24,Gwalior,93,188,58,13,1.51,30
2023-01-24,Jabalpur,108,185,25,12,1.34,27
2023-01-24,Ujjain,141,252,44,16,1.54,47
2023-01-24,Satna,189,251,50,26,1.97,20
2023-01-24,Sagar,150,249,26,12,1.87,27
2023-01-24,Dewas,85,138,67,12,1.16,28
2023-01-25,Bhopal,143,253,51,28,1.2,23
2023-01-25,Indore,148,199,34,13,1.28,52
2023-01-25,Gwalior,214,286,37,20,0.8,41
2023-01-25,Jabalpur,78,184,50,25,1.31,21
2023-01-25,Ujjain,98,163,41,11,1.6,40
2023-01-25,Satna,152,195,22,10,1.39,42
2023-01-25,Sagar,61,129,51,11,0.82,25
2023-01-25,Dewas,103,181,50,27,0.9,27
2023-01-26,Bhopal,167,226,21,23,1.9,52
2023-01-26,Indore,181,250,62,10,1.15,20
2023-01-26,Gwalior,174,259,50,18,0.92,21
2023-01-26,Jabalpur,100,165,59,10,1.09,53
2023-01-26,Ujjain,197,250,21,25,1.74,52
2023-01-26,Satna,108,187,26,23,1.15,33
2023-01-26,Sagar,201,253,29,12,1.56,25
2023-01-26,Dewas,203,245,62,22,1.39,58
2023-01-27,Bhopal,108,162,50,11,1.23,44
2023-01-27,Indore,115,171,47,14,0.57,45
2023-01-27,Gwalior,79,156,31,27,1.5,35
2023-01-27,Jabalpur,172,265,47,11,0.98,42
2023-01-27,Ujjain,153,265,64,16,0.87,45
2023-01-27,Satna,117,223,34,29,1.26,27
2023-01-27,Sagar,150,254,42,20,1.13,20
2023-01-27,Dewas,75,191,67,29,1.92,55
2023-01-28,Bhopal,81,159,47,13,0.94,43
2023-01-28,Indore,160,231,20,29,1.2,52
2023-01-28,Gwalior,68,180,20,13,0.61,23
2023-01-28,Jabalpur,87,158,64,29,1.56,24
2023-01-28,Ujjain,169,267,31,15,1.45,40
2023-01-28,Satna,90,154,33,27,1.7,27
2023-01-28,Sagar,165,246,54,21,1.43,40
2023-01-28,Dewas,107,180,33,13,1.01,48
2023-01-29,Bhopal,178,263,21,16,0.63,31
2023-01-29,Indore,87,142,22,19,1.95,49
2023-01-29,Gwalior,107,218,44,17,0.83,40
2023-01-29,Jabalpur,62,140,28,21,1.68,27
2023-01-29,Ujjain,62,174,66,21,0.68,46
2023-01-29,Satna,124,174,38,15,1.56,29
2023-01-29,Sagar,143,242,34,12,1.74,38
2023-01-29,Dewas,184,292,34,28,1.33,49
2023-01-30,Bhopal,158,267,42,11,1.28,24
2023-01-30,Indore,79,197,69,17,1.52,44
2023-01-30,Gwalior,163,266,46,21,1.23,47
2023-01-30,Jabalpur,161,245,55,25,0.98,35
2023-01-30,Ujjain,204,283,62,29,1.76,27
2023-01-30,Satna,79,150,24,10,1.51,27
2023-01-30,Sagar,102,205,60,13,1.45,24
2023-01-30,Dewas,167,265,36,26,1.72,47
2023-01-31,Bhopal,108,203,38,11,1.53,41
2023-01-31,Indore,138,182,23,29,1.22,55
2023-01-31,Gwalior,139,228,64,10,1.52,38
2023-01-31,Jabalpur,195,248,67,14,1.28,26
2023-01-31,Ujjain,111,170,47,19,1.65,59
2023-01-31,Satna,163,217,35,23,1.47,29
2023-01-31,Sagar,135,205,35,24,1.99,26
2023-01-31,Dewas,107,177,52,15,1.1,32
2023-02-01,Bhopal,154,254,67,22,1.59,24
2023-02-01,Indore,119,213,43,18,1.28,42
2023-02-01,Gwalior,82,138,58,18,0.95,50
2023-02-01,Jabalpur,107,212,67,23,1.57,29
2023-02-01,Ujjain,166,276,31,29,0.72,22
2023-02-01,Satna,108,189,60,24,1.06,35
2023-02-01,Sagar,179,245,25,20,1.51,24
2023-02-01,Dewas,84,160,21,26,0.7,57
2023-02-02,Bhopal,157,239,23,19,0.75,55
2023-02-02,Indore,136,198,42,21,1.01,47
2023-02-02,Gwalior,172,289,21,10,0.88,33
2023-02-02,Jabalpur,108,155,60,27,1.66,21
2023-02-02,Ujjain,181,249,43,13,1.59,25
2023-02-02,Satna,99,164,67,23,1.2,27
2023-02-02,Sagar,124,172,21,28,1.63,30
2023-02-02,Dewas,88,181,27,18,1.1,44
2023-02-03,Bhopal,149,220,34,14,0.61,37
2023-02-03,Indore,109,193,44,27,1.69,51
2023-02-03,Gwalior,134,204,39,10,1.7,48
2023-02-03,Jabalpur,185,256,52,29,0.98,29
2023-02-03,Ujjain,184,253,64,21,1.98,56
2023-02-03,Satna,107,168,59,10,1.47,47
2023-02-03,Sagar,206,289,28,18,1.31,35
2023-02-03,Dewas,191,247,66,28,1.91,29
2023-02-04,Bhopal,114,220,29,22,1.03,44
2023-02-04,Indore,64,138,69,15,1.28,51
2023-02-04,Gwalior,101,211,34,24,1.73,48
2023-02-04,Jabalpur,162,228,33,10,1.28,30
2023-02-04,Ujjain,85,203,27,15,1.62,37
2023-02-04,Satna,90,150,58,21,1.25,36
2023-02-04,Sagar,64,133,46,22,1.81,54
2023-02-04,Dewas,194,303,47,23,1.2,44
2023-02-05,Bhopal,61,120,30,26,1.83,22
2023-02-05,Indore,83,124,61,21,1.88,42
2023-02-05,Gwalior,219,328,49,26,1.01,38
2023-02-05,Jabalpur,101,204,38,16,0.5,31
2023-02-05,Ujjain,196,268,56,24,1.17,39
2023-02-05,Satna,99,195,24,14,1.99,49
2023-02-05,Sagar,173,287,38,29,1.51,40
2023-02-05,Dewas,84,202,56,16,1.72,57
2023-02-06,Bhopal,127,245,53,28,1.75,35
2023-02-06,Indore,188,276,24,19,1.63,45
2023-02-06,Gwalior,89,173,27,14,0.87,21
2023-02-06,Jabalpur,127,206,61,17,1.37,38
2023-02-06,Ujjain,177,248,28,19,1.61,35
2023-02-06,Satna,208,289,47,18,0.76,25
2023-02-06,Sagar,160,225,62,13,0.63,29
2023-02-06,Dewas,196,237,60,10,1.49,29
2023-02-07,Bhopal,152,238,65,16,0.98,23
2023-02-07,Indore,217,307,30,17,0.58,33
2023-02-07,Gwalior,177,268,67,26,1.2,23
2023-02-07,Jabalpur,143,191,23,29,0.52,30
2023-02-07,Ujjain,166,222,58,11,1.46,37
2023-02-07,Satna,141,243,46,24,1.86,42
2023-02-07,Sagar,107,157,32,17,1.88,37
2023-02-07,Dewas,201,309,32,16,1.78,20
2023-02-08,Bhopal,188,247,33,16,1.87,48
2023-02-08,Indore,141,249,48,29,1.97,48
2023-02-08,Gwalior,172,215,25,26,0.57,52
2023-02-08,Jabalpur,75,141,63,25,1.39,46
2023-02-08,Ujjain,191,289,59,14,0.66,29
2023-02-08,Satna,135,213,25,11,0.63,31
2023-02-08,Sagar,156,238,66,24,1.48,51
2023-02-08,Dewas,144,255,41,15,0.68,36
2023-02-09,Bhopal,106,151,36,20,0.85,57
2023-02-09,Indore,217,260,47,14,1.54,31
2023-02-09,Gwalior,191,299,27,27,1.15,45
2023-02-09,Jabalpur,203,244,62,25,0.89,43
2023-02-09,Ujjain,159,277,42,27,1.03,31
2023-02-09,Satna,102,186,24,11,1.78,26
2023-02-09,Sagar,99,186,47,22,1.6,45
2023-02-09,Dewas,105,158,59,26,1.24,51
2023-02-10,Bhopal,167,212,67,19,1.19,24
2023-02-10,Indore,133,202,48,17,1.13,46
2023-02-10,Gwalior,214,283,65,25,1.7,20
2023-02-10,Jabalpur,187,268,25,18,1.55,30
2023-02-10,Ujjain,121,222,34,24,0.92,31
2023-02-10,Satna,210,287,27,12,0.57,59
2023-02-10,Sagar,122,226,21,11,0.75,38
2023-02-10,Dewas,202,258,51,24,1.7,22
2023-02-11,Bhopal,132,226,53,10,1.75,53
2023-02-11,Indore,61,122,46,21,1.79,55
2023-02-11,Gwalior,153,223,55,29,0.55,33
2023-02-11,Jabalpur,164,240,60,15,0.76,42
2023-02-11,Ujjain,208,271,47,25,1.72,25
2023-02-11,Satna,142,209,38,19,0.92,38
2023-02-11,Sagar,100,169,50,23,0.97,45
2023-02-11,Dewas,202,243,49,20,0.83,36
2023-02-12,Bhopal,107,150,25,20,1.52,57
2023-02-12,Indore,155,198,63,15,1.14,20
2023-02-12,Gwalior,61,121,42,21,0.59,37
2023-02-12,Jabalpur,178,279,59,13,1.65,48
2023-02-12,Ujjain,195,301,62,21,1.03,39
2023-02-12,Satna,113,156,51,18,1.62,33
2023-02-12,Sagar,138,199,22,13,1.91,59
2023-02-12,Dewas,174,285,36,19,0.86,48
2023-02-13,Bhopal,137,202,35,26,0.73,47
2023-02-13,Indore,84,124,31,24,1.67,50
2023-02-13,Gwalior,195,262,52,23,1.37,40
2023-02-13,Jabalpur,162,253,20,15,0.83,22
2023-02-13,Ujjain,106,173,64,24,0.52,21
2023-02-13,Satna,147,228,66,11,1.81,23
2023-02-13,Sagar,164,210,23,10,0.79,56
2023-02-13,Dewas,134,230,26,22,1.77,51
2023-02-14,Bhopal,188,237,50,16,1.11,33
2023-02-14,Indore,123,221,56,24,1.14,31
2023-02-14,Gwalior,65,148,33,20,0.6,47
2023-02-14,Jabalpur,72,191,42,19,1.26,45
2023-02-14,Ujjain,149,227,52,15,0.77,58
2023-02-14,Satna,142,245,53,23,0.65,55
2023-02-14,Sagar,132,246,37,21,0.72,37
2023-02-14,Dewas,158,277,38,20,1.13,51
2023-02-15,Bhopal,162,238,55,16,0.78,53
2023-02-15,Indore,188,278,53,21,1.86,39
2023-02-15,Gwalior,184,303,30,24,1.58,34
2023-02-15,Jabalpur,200,241,30,27,0.93,23
2023-02-15,Ujjain,168,233,21,11,0.62,53
2023-02-15,Satna,180,224,49,18,0.64,55
2023-02-15,Sagar,163,213,30,25,1.98,56
2023-02-15,Dewas,152,210,56,23,1.79,39
2023-02-16,Bhopal,87,159,53,26,0.94,24
2023-02-16,Indore,191,232,53,15,1.33,30
2023-02-16,Gwalior,207,314,38,10,0.6,27
2023-02-16,Jabalpur,180,253,51,11,1.07,42
2023-02-16,Ujjain,101,163,50,13,1.21,26
2023-02-16,Satna,180,290,39,13,0.8,58
2023-02-16,Sagar,65,164,37,15,0.64,52
2023-02-16,Dewas,164,233,68,10,1.39,40
2023-02-17,Bhopal,198,316,25,26,0.68,44
2023-02-17,Indore,149,267,37,21,1.72,57
2023-02-17,Gwalior,133,174,37,13,1.37,33
2023-02-17,Jabalpur,205,323,65,27,1.23,22
2023-02-17,Ujjain,212,268,50,27,1.19,56
2023-02-17,Satna,207,254,60,24,1.41,34
2023-02-17,Sagar,136,241,37,11,1.15,39
2023-02-17,Dewas,95,211,36,27,0.69,40
2023-02-18,Bhopal,66,137,50,14,0.58,20
2023-02-18,Indore,118,212,28,17,0.87,22
2023-02-18,Gwalior,92,164,29,25,1.51,54
2023-02-18,Jabalpur,107,185,63,10,1.26,41
2023-02-18,Ujjain,183,271,50,12,1.51,40
2023-02-18,Satna,75,143,56,18,1.29,28
2023-02-18,Sagar,123,194,21,15,1.01,20
2023-02-18,Dewas,168,223,64,14,0.89,29
2023-02-19,Bhopal,118,184,68,15,0.55,32
2023-02-19,Indore,145,254,20,20,1.14,49
2023-02-19,Gwalior,86,187,38,20,1.45,31
2023-02-19,Jabalpur,112,205,30,26,1.35,34
2023-02-19,Ujjain,147,195,23,26,1.02,55
2023-02-19,Satna,112,210,58,24,0.81,41
2023-02-19,Sagar,62,177,28,16,1.18,53
2023-02-19,Dewas,168,236,47,17,1.18,47
2023-02-20,Bhopal,150,266,57,14,0.55,55
2023-02-20,Indore,126,226,47,21,0.63,27
2023-02-20,Gwalior,196,247,46,13,0.59,54
2023-02-20,Jabalpur,73,189,46,13,1.16,40
2023-02-20,Ujjain,115,228,25,19,0.56,53
2023-02-20,Satna,153,198,21,13,0.98,26
2023-02-20,Sagar,116,203,41,18,1.66,59
2023-02-20,Dewas,116,185,58,28,1.75,55
2023-02-21,Bhopal,85,190,46,23,1.03,55
2023-02-21,Indore,157,255,60,23,1.79,57
2023-02-21,Gwalior,92,196,35,10,1.16,29
2023-02-21,Jabalpur,121,226,61,13,0.97,54
2023-02-21,Ujjain,217,314,43,23,1.16,44
2023-02-21,Satna,123,170,46,29,0.79,53
2023-02-21,Sagar,119,172,60,24,1.93,59
2023-02-21,Dewas,198,314,60,11,1.89,39
2023-02-22,Bhopal,192,249,25,21,1.28,21
2023-02-22,Indore,119,180,35,28,0.86,44
2023-02-22,Gwalior,157,275,56,14,0.7,26
2023-02-22,Jabalpur,96,162,38,16,0.97,56
2023-02-22,Ujjain,203,243,41,19,1.5,21
2023-02-22,Satna,192,266,61,19,0.75,52
2023-02-22,Sagar,145,202,39,21,0.97,23
2023-02-22,Dewas,218,308,25,10,1.16,23
2023-02-23,Bhopal,192,243,59,28,1.67,56
2023-02-23,Indore,106,172,43,27,1.92,54
2023-02-23,Gwalior,187,273,20,17,1.97,22
2023-02-23,Jabalpur,145,204,43,16,0.93,21
2023-02-23,Ujjain,189,282,69,20,1.83,26
2023-02-23,Satna,127,178,31,27,1.85,32
2023-02-23,Sagar,206,324,35,21,1.4,46
2023-02-23,Dewas,130,176,58,13,1.87,23
2023-02-24,Bhopal,115,231,58,23,1.47,36
2023-02-24,Indore,162,215,22,16,1.23,32
2023-02-24,Gwalior,61,176,51,21,0.56,24
2023-02-24,Jabalpur,107,159,25,20,1.3,41
2023-02-24,Ujjain,91,202,59,25,1.51,22
2023-02-24,Satna,170,263,24,16,0.97,31
2023-02-24,Sagar,88,195,40,19,1.24,54
2023-02-24,Dewas,214,283,48,29,1.89,29
2023-02-25,Bhopal,180,242,37,15,0.76,40
2023-02-25,Indore,64,152,33,16,1.17,25
2023-02-25,Gwalior,74,119,29,25,1.64,55
2023-02-25,Jabalpur,133,180,22,25,0.73,28
2023-02-25,Ujjain,211,252,35,14,1.11,39
2023-02-25,Satna,188,269,30,27,0.95,22
2023-02-25,Sagar,158,200,35,17,1.48,20
2023-02-25,Dewas,212,286,47,22,0.73,22
2023-02-26,Bhopal,169,225,56,27,0.82,32
2023-02-26,Indore,159,257,32,16,1.66,21
2023-02-26,Gwalior,180,249,66,10,1.99,20
2023-02-26,Jabalpur,136,231,34,17,1.57,44
2023-02-26,Ujjain,218,263,32,20,0.92,44
2023-02-26,Satna,150,218,47,14,0.85,43
2023-02-26,Sagar,211,296,61,21,1.32,39
2023-02-26,Dewas,68,131,57,21,1.28,23
2023-02-27,Bhopal,147,232,37,15,1.98,43
2023-02-27,Indore,116,210,53,14,1.3,45
2023-02-27,Gwalior,203,307,61,25,0.93,44
2023-02-27,Jabalpur,166,218,69,11,1.23,32
2023-02-27,Ujjain,171,248,60,14,0.67,38
2023-02-27,Satna,93,201,49,11,1.68,33
2023-02-27,Sagar,102,147,42,16,1.31,26
2023-02-27,Dewas,204,301,39,19,1.06,37
2023-02-28,Bhopal,174,278,54,29,1.03,35
2023-02-28,Indore,113,188,66,18,0.73,47
2023-02-28,Gwalior,195,271,32,27,0.76,26
2023-02-28,Jabalpur,157,237,30,18,1.13,41
2023-02-28,Ujjain,104,213,52,29,1.69,56
2023-02-28,Satna,219,293,33,29,0.73,49
2023-02-28,Sagar,99,201,36,11,1.58,34
2023-02-28,Dewas,131,202,40,16,0.61,42
2023-03-01,Bhopal,68,162,23,16,0.65,32
2023-03-01,Indore,124,216,35,11,1.99,51
2023-03-01,Gwalior,197,294,50,29,0.83,29
2023-03-01,Jabalpur,198,260,63,27,0.88,44
2023-03-01,Ujjain,203,285,50,12,1.96,20
2023-03-01,Satna,137,254,40,20,1.88,51
2023-03-01,Sagar,172,236,30,21,1.91,46
2023-03-01,Dewas,170,261,44,16,0.88,47
2023-03-02,Bhopal,116,235,58,12,1.71,21
